imdb_title_id,Mystery,Thriller,Action,Adventure,Horror,Crime,Drama,Comedy,War,Romance,Fantasy,SciFi,Family,Biography,Music,Western,Animation,History,Sport,Film-Noir
tt0099749,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099750,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0099762,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0099763,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0099783,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0099785,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
tt0099797,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0099800,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
tt0099810,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099816,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0099817,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099819,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0099825,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0099832,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099841,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0099849,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0099850,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099856,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tt0099857,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0099871,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099878,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
tt0099879,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099892,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
tt0099934,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099935,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0099938,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0099939,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099969,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099978,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099982,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099991,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099994,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0100003,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100023,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100029,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100031,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100039,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100046,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100049,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0100050,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
tt0100053,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100054,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100065,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100079,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100087,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tt0100101,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100107,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100114,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100116,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tt0100119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100129,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
tt0100130,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0100133,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0100134,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100135,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100140,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
tt0100142,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
tt0100143,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100148,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100150,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100151,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100152,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0100156,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100157,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100168,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
tt0100171,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100172,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100188,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0100196,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100201,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
tt0100205,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100211,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100212,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100222,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0100224,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100232,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100247,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100250,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100251,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100254,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100258,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100260,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0100261,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0100265,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100291,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0100301,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100319,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100343,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
tt0100369,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0100373,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100395,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100403,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0100404,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100405,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
tt0100419,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
tt0100436,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
tt0100442,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100449,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100460,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100464,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tt0100468,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100475,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
tt0100477,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100480,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100485,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100486,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0100488,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100502,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0100503,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0100504,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
tt0100506,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
tt0100507,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100514,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100519,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100528,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
tt0100530,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0100550,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100586,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0100588,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100589,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0100602,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100604,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100606,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100608,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100611,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100613,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
tt0100631,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100632,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100637,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100639,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100649,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0100661,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100662,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100663,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100665,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0100666,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tt0100670,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tt0100672,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100680,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0100684,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100685,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100688,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0100691,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0100705,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0100706,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100707,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100728,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0100740,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
tt0100758,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100765,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0100771,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100772,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100774,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
tt0100786,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100788,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
tt0100791,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100800,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0100802,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0100811,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
tt0100814,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100817,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100822,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
tt0100826,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100827,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100828,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100842,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
tt0100856,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100867,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100873,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0100879,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100888,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100899,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100904,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0100911,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100924,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100926,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100928,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100930,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100931,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100934,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0100935,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0100943,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100944,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
tt0100946,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
tt0100994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0100998,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0101004,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0101252,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0101255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0101256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0101268,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0101272,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
tt0101296,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tt0101301,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
tt0101309,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0101320,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0101325,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0101326,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0101327,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0101328,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0101329,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0101343,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
tt0101356,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0101368,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tt0101369,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0101371,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0101373,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0101391,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0101393,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0101399,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0101404,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0101410,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0101412,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0101414,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
tt0101436,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0101444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0101448,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0101449,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
